EmployeeID,FirstName,Department,JobRole,Age,Gender,MaritalStatus,Education,State,City,HireDate,TerminationDate,Attrition,MonthlySalary,AnnualSalary,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHomeKM,NumCompaniesWorked,TrainingHoursLastYear
105514,Employee105514,Human Resources,Benefits Coordinator,48,Female,Single,Bachelor's Degree,NJ,Jersey City,2023-08-11,,No,5166.67,62000.0,2,1.0,3,No,6.7,3,25
105313,Employee105313,Nursing,Charge Nurse,25,Female,Divorced,Associate Degree,CT,Hartford,2023-10-01,,No,6483.33,77800.0,3,3.0,3,No,58.9,1,39
113229,Employee113229,Human Resources,HR Manager,21,Male,Married,Master's Degree,PA,Philadelphia,2024-09-18,,No,11850.0,142200.0,2,2.0,3,No,1.9,1,15
108816,Employee108816,Pharmacy,Pharmacy Technician,51,Female,Married,Master's Degree,NY,Buffalo,2020-07-17,,No,5483.33,65800.0,2,3.0,3,No,4.3,3,16
105424,Employee105424,Radiology,Imaging Specialist,32,Male,Married,Master's Degree,NJ,Trenton,2014-03-16,,No,8191.67,98300.0,4,1.0,4,No,62.8,3,30
108609,Employee108609,Human Resources,Recruiter,31,Female,Single,Master's Degree,NJ,Jersey City,2014-04-11,,No,6358.33,76300.0,3,4.0,3,No,7.3,2,48
110310,Employee110310,Finance,Financial Analyst,35,Female,Single,Master's Degree,NY,Rochester,2015-09-05,,No,8341.67,100100.0,4,4.0,2,No,6.6,4,17
107690,Employee107690,Finance,Financial Analyst,28,Female,Single,Associate Degree,CT,New Haven,2016-11-03,,No,6975.0,83700.0,4,3.0,2,No,8.9,3,25
103178,Employee103178,Radiology,Imaging Specialist,35,Male,Single,Associate Degree,CT,Hartford,2022-11-27,,No,6983.33,83800.0,1,2.0,3,No,6.1,3,36
100387,Employee100387,Nursing,Staff Nurse,43,Female,Divorced,Bachelor's Degree,PA,Pittsburgh,2024-08-05,,No,6075.0,72900.0,4,4.0,3,Yes,4.3,1,25
100486,Employee100486,Lab Services,Phlebotomist,53,Female,Married,Master's Degree,NJ,Jersey City,2018-07-04,,No,5850.0,70200.0,3,2.0,2,Yes,37.0,2,4
111499,Employee111499,Emergency,ER Nurse,31,Female,Divorced,Doctorate,CT,New Haven,2021-10-04,,No,8308.33,99700.0,2,3.0,3,No,24.8,1,56
114318,Employee114318,IT,Systems Analyst,50,Female,Divorced,Master's Degree,PA,Philadelphia,2025-08-10,,No,7666.67,92000.0,2,2.0,3,No,12.2,3,53
100148,Employee100148,Patient Support,Intake Specialist,43,Female,Divorced,Bachelor's Degree,PA,Philadelphia,2019-03-28,,No,7441.67,89300.0,4,1.0,3,No,15.4,2,39
108046,Employee108046,Radiology,Radiologic Technologist,37,Female,Divorced,Bachelor's Degree,NY,Buffalo,2018-03-02,,No,6583.33,79000.0,3,2.0,2,No,1.3,2,20
108956,Employee108956,Radiology,Radiologic Technologist,61,Male,Single,High School,NJ,Newark,2022-12-01,,No,5733.33,68800.0,1,1.0,3,No,3.9,1,31
108632,Employee108632,Patient Support,Intake Specialist,50,Male,,,MA,Springfield,2018-07-17,,No,7800.0,93600.0,4,,3,No,,3,22
103425,Employee103425,Lab Services,Phlebotomist,51,Female,Divorced,Master's Degree,PA,Pittsburgh,2025-11-14,,No,5466.67,65600.0,3,2.0,3,Yes,10.6,3,34
101570,Employee101570,Surgery,Anesthesiologist,47,Male,Divorced,Bachelor's Degree,NY,Syracuse,2021-05-12,,No,10383.33,124600.0,2,2.0,2,Yes,1.0,1,13
107029,Employee107029,IT,Systems Analyst,26,Female,,,NY,Buffalo,2017-07-26,,No,6841.67,82100.0,1,,4,No,,1,57
111876,Employee111876,Radiology,Radiologist,21,Female,Single,Associate Degree,NJ,Newark,2018-12-11,,No,9641.67,115700.0,3,2.0,1,No,1.0,2,7
110817,Employee110817,IT,Systems Analyst,47,Female,Married,Bachelor's Degree,PA,Pittsburgh,2023-05-21,,No,6575.0,78900.0,3,3.0,2,Yes,15.3,2,29
107386,Employee107386,Lab Services,Lab Manager,31,Female,Divorced,Associate Degree,NY,Buffalo,2014-08-17,,No,10950.0,131400.0,3,3.0,3,No,1.3,4,0
104483,Employee104483,Administration,Records Clerk,45,Female,Married,Associate Degree,CT,Hartford,2019-07-24,,No,4033.33,48400.0,3,2.0,2,No,12.3,3,29
100055,Employee100055,Human Resources,HR Manager,37,Female,Married,High School,NY,Albany,2016-03-30,,No,10108.33,121300.0,3,4.0,1,No,9.8,1,44
105859,Employee105859,Radiology,Radiologic Technologist,43,Male,Single,Associate Degree,CT,Hartford,2015-01-15,,No,6425.0,77100.0,2,3.0,3,No,5.1,1,2
102730,Employee102730,Facilities,Custodian,44,Female,Single,Associate Degree,NY,Syracuse,2015-12-24,,No,4358.33,52300.0,2,2.0,3,No,13.3,4,34
106483,Employee106483,Facilities,Custodian,55,Female,Divorced,Associate Degree,NJ,Newark,2019-07-15,2025-04-20,Yes,5108.33,61300.0,2,3.0,3,No,6.6,4,40
103791,Employee103791,Pharmacy,Pharmacist,50,Male,Divorced,Master's Degree,MA,Boston,2022-07-29,,No,7816.67,93800.0,3,3.0,4,Yes,1.3,1,39
109632,Employee109632,Finance,Financial Analyst,39,Male,Divorced,Bachelor's Degree,NY,Albany,2014-09-14,,No,7941.67,95300.0,3,2.0,2,No,10.3,1,39
109886,Employee109886,Patient Support,Case Manager,65,Female,Single,Master's Degree,NY,Syracuse,2019-01-01,,No,11150.0,133800.0,2,4.0,1,Yes,5.9,0,22
113330,Employee113330,Emergency,Paramedic,21,Female,Single,Bachelor's Degree,NJ,Trenton,2023-08-25,2023-12-10,Yes,4941.67,59300.0,4,3.0,1,Yes,4.6,4,24
111851,Employee111851,Finance,Financial Analyst,47,male,Married,Bachelor's Degree,NJ,Jersey City,2016-10-08,,No,8258.33,99100.0,3,3.0,2,No,6.9,2,0
110999,Employee110999,Surgery,Surgical Tech,35,Female,Married,Master's Degree,MA,Springfield,2015-10-20,,No,6125.0,73500.0,4,3.0,1,Yes,5.1,3,39
114685,Employee114685,Radiology,Radiologic Technologist,22,Male,Divorced,Bachelor's Degree,MA,Boston,2017-10-15,,No,6691.67,80300.0,2,2.0,3,No,2.6,2,27
110422,Employee110422,Surgery,Surgical Tech,22,Female,Single,Associate Degree,NY,Buffalo,2014-01-27,,No,5600.0,67200.0,1,3.0,3,No,3.9,3,19
103964,Employee103964,Facilities,Facilities Manager,39,Male,Divorced,Doctorate,PA,Pittsburgh,2016-05-18,,No,13225.0,158700.0,4,2.0,1,No,19.8,3,16
102863,Employee102863,Administration,Office Manager,37,Male,Single,Associate Degree,NJ,Jersey City,2018-03-26,,No,10133.33,121600.0,2,2.0,3,No,1.7,2,25
110645,Employee110645,Lab Services,Lab Technician,38,Male,Single,Master's Degree,PA,Allentown,2022-01-07,,No,5750.0,69000.0,4,2.0,3,No,16.5,1,25
110437,Employee110437,Administration,Admin Assistant,53,Female,Divorced,Master's Degree,NJ,Newark,2021-08-02,,No,5375.0,64500.0,4,2.0,3,No,25.7,0,37
109629,Employee109629,Nursing,Nurse Practitioner,47,Male,Married,Bachelor's Degree,NY,Buffalo,2023-04-11,,No,8075.0,96900.0,3,3.0,4,No,27.8,2,24
111079,Employee111079,Radiology,Radiologic Technologist,32,Male,Single,High School,NY,Rochester,2017-08-17,,No,6766.67,81200.0,4,3.0,2,No,2.7,3,28
104680,Employee104680,Facilities, Custodian  ,21,Male,Single,Bachelor's Degree,NY,Buffalo,2014-08-17,,No,5091.67,61100.0,2,2.0,4,No,1.6,0,0
112554,Employee112554,Surgery,Surgical Tech,58,Male,Single,Bachelor's Degree,NY,Buffalo,2023-01-15,,No,4583.33,55000.0,5,2.0,3,No,26.4,2,63
114650,Employee114650,Pharmacy,Pharmacy Technician,29,Female,Divorced,Bachelor's Degree,CT,Stamford,2021-08-24,,No,4716.67,56600.0,3,1.0,2,Yes,9.8,4,6
104401,Employee104401,Pharmacy,Pharmacy Technician,33,Male,Divorced,Bachelor's Degree,NJ,Jersey City,2017-10-17,,No,4441.67,53300.0,2,4.0,3,Yes,5.0,2,4
108760,Employee108760,IT,IT Support,49,Male,Divorced,Master's Degree,NY,Albany,2020-06-08,,No,5908.33,70900.0,4,3.0,2,No,15.2,1,25
100655,Employee100655,IT,Network Engineer,33,Female,Married,Bachelor's Degree,MA,Springfield,2019-04-15,,No,6150.0,73800.0,3,2.0,2,Yes,33.4,2,39
114003,Employee114003,Nursing,Staff Nurse,33,Female,Divorced,High School,NJ,Trenton,2014-06-08,,No,5833.33,70000.0,3,2.0,2,No,9.0,1,5
100223,Employee100223,Finance,Accountant,37,Male,Divorced,Master's Degree,MA,Boston,2025-09-11,2025-11-29,Yes,5366.67,64400.0,2,2.0,2,Yes,5.3,1,22
108178,Employee108178,IT,Data Analyst,39,Female,Married,Bachelor's Degree,CT,Stamford,2014-02-15,,No,7883.33,94600.0,4,3.0,4,Yes,4.4,2,58
110212,Employee110212,Radiology,Radiologist,52,male,Married,Master's Degree,NJ,Jersey City,2016-12-28,,No,11891.67,142700.0,3,2.0,1,No,25.5,4,34
104201,Employee104201,Pharmacy,Pharmacist,42,Female,Single,Doctorate,NY,Buffalo,2024-01-08,,No,8616.67,103400.0,3,3.0,3,No,12.3,4,11
108182,Employee108182,Patient Support,Case Manager,38,Female,,,PA,Pittsburgh,2022-02-07,,No,10608.33,127300.0,3,,2,No,,0,37
106993,Employee106993,Pharmacy,Pharmacy Technician,47,Male,Divorced,Master's Degree,NY,Rochester,2021-08-16,,No,5525.0,66300.0,4,4.0,3,No,22.9,1,49
110413,Employee110413,Nursing,Staff Nurse,48,Female,Divorced,Bachelor's Degree,PA,Philadelphia,2018-02-09,,No,6241.67,74900.0,1,1.0,1,No,7.9,0,29
104435,Employee104435,Patient Support,Case Manager,41,Male,Single,Associate Degree,PA,Philadelphia,2024-08-04,,No,9491.67,113900.0,2,2.0,3,No,8.1,3,12
104214,Employee104214,Finance,Billing Specialist,29,Female,Divorced,Associate Degree,MA,Boston,2024-07-17,2025-11-16,Yes,6500.0,78000.0,1,1.0,2,No,10.6,1,12
109766,Employee109766,Emergency,ER Nurse,47,Male,Single,Associate Degree,NJ,Newark,2023-06-21,,No,5900.0,70800.0,2,3.0,3,No,29.8,3,32
107246,Employee107246,Finance,Billing Specialist,40,Female,Divorced,Bachelor's Degree,MA,Boston,2015-05-27,,No,7158.33,85900.0,4,4.0,4,No,1.0,2,38
101861,Employee101861,Lab Services,Lab Manager,45,Female,Single,High School,MA,Springfield,2023-12-02,,No,10100.0,121200.0,2,3.0,2,Yes,1.2,4,7
114110,Employee114110,Emergency,Paramedic,37,Female,Married,Master's Degree,CT,Stamford,2015-07-06,2023-04-22,Yes,5716.67,68600.0,1,1.0,3,Yes,9.3,1,42
100385,Employee100385,Finance,Billing Specialist,21,Female,Single,Bachelor's Degree,CT,Hartford,2019-05-15,,No,7625.0,91500.0,2,3.0,3,Yes,2.0,2,50
106841,Employee106841,Lab Services,Lab Technician,40,Male,Married,Bachelor's Degree,PA,Pittsburgh,2014-02-20,,No,5408.33,64900.0,3,2.0,4,Yes,1.0,1,21
112658,Employee112658,Facilities,Facilities Manager,36,Female,Divorced,Master's Degree,NY,Albany,2024-09-07,,No,10925.0,131100.0,3,3.0,2,Yes,1.0,4,9
111044,Employee111044,IT,Systems Analyst,47,Non-Binary,Divorced,Bachelor's Degree,CT,Hartford,2023-06-16,,No,7333.33,88000.0,4,2.0,4,No,2.8,2,7
105680,Employee105680,Lab Services,Lab Manager,21,Male,Divorced,Bachelor's Degree,MA,Worcester,2023-04-27,,No,10516.67,126200.0,2,3.0,2,No,48.8,1,11
106614,Employee106614,Pharmacy,Pharmacy Technician,34,Male,Married,,PA,Allentown,2023-04-21,,No,4666.67,56000.0,3,,4,Yes,,0,19
100934,Employee100934,Nursing,Charge Nurse,38,Male,,,NY,Rochester,2016-10-21,,No,8408.33,100900.0,4,,3,No,,3,7
100423,Employee100423,Administration,Office Manager,58,Female,Single,High School,NJ,Trenton,2014-09-21,,No,10641.67,127700.0,4,2.0,3,No,1.1,2,31
110525,Employee110525,Patient Support,Patient Coordinator,30,Male,Married,Bachelor's Degree,NJ,Jersey City,2021-01-10,,No,5075.0,60900.0,1,2.0,3,Yes,1.2,3,12
103024,Employee103024,Pharmacy,Pharmacy Technician,45,Male,Single,High School,NY,Albany,2017-08-22,,No,4775.0,57300.0,3,2.0,2,Yes,7.5,0,0
109069,Employee109069,Human Resources,HR Generalist,28,Female,Married,Bachelor's Degree,NY,Albany,2017-10-25,,No,5433.33,65200.0,2,3.0,4,No,4.9,3,33
111050,Employee111050,Radiology,Radiologic Technologist,32,Male,Married,Bachelor's Degree,CT,Stamford,2017-01-23,2022-04-20,Yes,6116.67,73400.0,4,3.0,1,Yes,5.5,2,21
114672,Employee114672,Radiology,Imaging Specialist,39,Female,Single,Associate Degree,NY,Rochester,2020-01-11,,No,6425.0,77100.0,2,4.0,3,No,6.3,1,65
112528,Employee112528,Human Resources,Recruiter,51,male,Divorced,Associate Degree,NY,Albany,2021-06-11,,No,4291.67,51500.0,2,3.0,2,Yes,17.6,0,31
112365,Employee112365,Radiology,Radiologic Technologist,26,Female,Single,High School,NY,Syracuse,2019-05-29,,No,6041.67,72500.0,3,2.0,4,No,9.4,4,34
105513,Employee105513,Radiology,Imaging Specialist,41,Male,Single,Master's Degree,CT,Stamford,2023-07-08,,No,8016.67,96200.0,2,4.0,3,No,6.6,2,16
106906,Employee106906,Human Resources,HR Generalist,43,Male,Married,Bachelor's Degree,NY,Buffalo,2023-01-11,2023-10-14,Yes,4883.33,58600.0,3,4.0,3,No,2.6,2,39
103243,Employee103243,Administration,Office Manager,50,Female,Divorced,Associate Degree,PA,Allentown,2021-09-26,,No,10058.33,120700.0,2,3.0,3,No,3.3,2,35
105777,Employee105777,Nursing,ICU Nurse,37,Female,Married,Associate Degree,NY,Albany,2024-03-09,,No,5900.0,70800.0,3,1.0,2,Yes,1.0,1,17
104568,Employee104568,IT,IT Support,43,Male,Married,Bachelor's Degree,CT,Stamford,2015-02-07,2023-12-04,Yes,5141.67,61700.0,4,2.0,4,Yes,12.7,3,27
104202,Employee104202,Finance,Billing Specialist,36,Female,Single,Doctorate,MA,Springfield,2015-10-19,,No,9716.67,116600.0,4,1.0,2,No,6.4,3,34
113760,Employee113760,Radiology,Imaging Specialist,37,Female,Married,Bachelor's Degree,NJ,Newark,2022-05-23,,No,7833.33,94000.0,5,2.0,2,Yes,30.0,2,42
111165,Employee111165,Facilities,Facilities Manager,29,Female,Divorced,Associate Degree,NJ,Newark,2016-07-28,2023-12-24,Yes,9900.0,118800.0,4,2.0,3,Yes,10.8,3,27
104750,Employee104750,Facilities,Maintenance Tech,23,Female,Single,High School,NJ,Jersey City,2016-07-26,,No,4208.33,50500.0,3,3.0,3,No,14.2,1,25
103326,Employee103326,Administration,Records Clerk,51,Male,Divorced,Master's Degree,MA,Boston,2016-12-31,2019-04-19,Yes,5458.33,65500.0,4,3.0,3,Yes,1.0,4,31
106618,Employee106618,Radiology,Radiologist,24,Female,Married,Bachelor's Degree,CT,Stamford,2021-03-15,,No,10666.67,128000.0,3,3.0,2,No,10.5,1,18
111086,Employee111086,IT,Network Engineer,25,Male,Divorced,Bachelor's Degree,MA,Worcester,2021-10-08,,No,6541.67,78500.0,3,4.0,4,Yes,16.5,2,41
102564,Employee102564,Emergency,Paramedic,39,Female,Divorced,Bachelor's Degree,CT,New Haven,2025-05-23,,No,4233.33,50800.0,3,3.0,3,No,6.6,2,18
105635,Employee105635,Emergency,ER Nurse,28,Male,Divorced,Master's Degree,PA,Pittsburgh,2025-03-05,,No,6191.67,74300.0,2,2.0,3,No,4.9,4,6
111871,Employee111871,Emergency,ER Nurse,25,Female,Single,Associate Degree,PA,Philadelphia,2022-09-15,,No,6500.0,78000.0,2,2.0,2,No,16.9,6,33
102218,Employee102218,Facilities,Maintenance Tech,36,Female,Single,Bachelor's Degree,MA,Springfield,2014-02-24,,No,6200.0,74400.0,3,1.0,3,No,8.0,5,46
107968,Employee107968,Administration,Office Manager,39,Female,Married,High School,CT,New Haven,2015-12-09,,No,9641.67,115700.0,3,4.0,2,No,8.1,0,29
105668,Employee105668,Lab Services,Lab Technician,42,Male,Single,Bachelor's Degree,NY,Rochester,2015-06-24,,No,5791.67,69500.0,3,3.0,3,No,12.5,2,30
113587,Employee113587,Facilities,Custodian,26,Female,Single,Bachelor's Degree,MA,Springfield,2022-01-13,2024-04-22,Yes,4741.67,56900.0,2,2.0,1,No,2.4,3,46
109581,Employee109581,Pharmacy,Pharmacist,57,Female,Single,Master's Degree,CT,Hartford,2024-07-23,2024-12-18,Yes,7483.33,89800.0,1,2.0,2,Yes,15.5,2,46
106645,Employee106645,Emergency,Paramedic,27,Female,Married,Associate Degree,PA,Pittsburgh,2025-08-25,,No,3600.0,43200.0,3,2.0,4,Yes,2.8,4,0
112028,Employee112028,Nursing,Staff Nurse,49,Male,Married,Associate Degree,MA,Worcester,2015-11-04,,No,5958.33,71500.0,3,2.0,1,No,11.5,1,17
106490,Employee106490,Finance,Billing Specialist,25,Female,Single,Associate Degree,MA,Worcester,2023-09-12,2025-03-28,Yes,6450.0,77400.0,2,2.0,2,No,19.2,1,28
108808,Employee108808,IT,IT Support,40,Female,Divorced,Doctorate,PA,Philadelphia,2021-06-11,,No,6183.33,74200.0,2,1.0,2,No,11.5,1,11
111522,Employee111522,Radiology,Radiologist,35,Female,Single,Master's Degree,PA,Pittsburgh,2019-06-21,2022-12-28,Yes,11025.0,132300.0,3,1.0,3,No,7.9,1,16
113565,Employee113565,Administration,Office Manager,21,Female,Divorced,Bachelor's Degree,NY,Rochester,2016-06-14,,No,10866.67,130400.0,3,1.0,2,Yes,9.1,3,45
114383,Employee114383,Surgery,Surgical Tech,60,Male,Married,Bachelor's Degree,MA,Springfield,2016-06-19,,No,5350.0,64200.0,2,3.0,2,No,2.7,2,27
103597,Employee103597,Nursing,ICU Nurse,40,Male,Divorced,Bachelor's Degree,CT,Stamford,2015-12-11,,No,6516.67,78200.0,3,2.0,2,No,1.0,1,28
106677,Employee106677,Facilities,Maintenance Tech,43,Female,Married,Bachelor's Degree,NJ,Newark,2024-03-22,2025-03-11,Yes,5766.67,69200.0,2,2.0,4,No,23.7,1,37
109035,Employee109035,Emergency,ER Physician,42,Female,Divorced,Master's Degree,MA,Worcester,2021-06-05,,No,10550.0,126600.0,3,2.0,5,No,5.8,0,44
100899,Employee100899,IT,Network Engineer,41,Female,Divorced,Bachelor's Degree,NJ,Trenton,2025-12-23,,No,6433.33,77200.0,4,4.0,4,Yes,23.6,3,20
114618,Employee114618,Administration,Records Clerk,48,Male,Married,Master's Degree,PA,Pittsburgh,2014-08-04,,No,5558.33,66700.0,4,4.0,3,No,13.5,3,26
108024,Employee108024,Facilities,Custodian,38,Male,Single,Bachelor's Degree,PA,Allentown,2015-04-16,,No,5250.0,63000.0,1,2.0,3,Yes,7.3,2,8
110156,Employee110156,ADMINISTRATION,Records Clerk,47,Female,Married,High School,NY,Buffalo,2016-09-22,,No,4716.67,56600.0,1,2.0,4,Yes,2.4,1,41
108053,Employee108053,Administration,Office Manager,28,Female,Divorced,Master's Degree,NY,Rochester,2024-06-02,,No,11241.67,134900.0,3,5.0,3,Yes,8.0,1,9
100588,Employee100588,Lab Services,Phlebotomist,28,Female,Single,High School,NY,Rochester,2022-06-10,,No,4800.0,57600.0,2,4.0,4,Yes,25.9,2,40
109586,Employee109586,Human Resources,HR Manager,21,Male,Married,Associate Degree,MA,Worcester,2021-03-12,2022-03-26,Yes,9358.33,112300.0,3,1.0,2,No,3.1,2,29
105933,Employee105933,Facilities, Facilities Manager  ,52,Male,Divorced,Bachelor's Degree,NJ,Newark,2025-02-13,,No,9825.0,117900.0,2,3.0,2,No,4.2,3,40
103482,Employee103482,Patient Support,Case Manager,24,Female,Divorced,Bachelor's Degree,NJ,Newark,2024-09-18,,No,10375.0,124500.0,3,4.0,2,Yes,4.0,4,28
108973,Employee108973,Nursing,Staff Nurse,38,Male,Divorced,Bachelor's Degree,PA,Philadelphia,2014-07-28,,No,6900.0,82800.0,3,3.0,2,Yes,23.8,5,19
107760,Employee107760,Lab Services,Phlebotomist,52,Female,Single,Associate Degree,MA,Worcester,2016-02-03,,No,5025.0,60300.0,4,3.0,1,Yes,1.0,2,48
108606,Employee108606,Administration,Office Manager,49,Female,Divorced,Bachelor's Degree,NJ,Jersey City,2017-03-31,,No,10541.67,126500.0,3,2.0,2,No,18.9,7,68
113693,Employee113693,Emergency,ER Physician,35,Male,Divorced,Bachelor's Degree,NY,Rochester,2024-08-16,,No,9408.33,112900.0,3,4.0,3,Yes,6.1,1,6
109789,Employee109789,Administration,Office Manager,32,Female,Single,Bachelor's Degree,PA,Pittsburgh,2020-08-17,,No,10700.0,128400.0,3,2.0,2,No,6.5,2,57
103361,Employee103361,Pharmacy,Pharmacist,36,Male,Single,Associate Degree,CT,New Haven,2022-09-13,,No,6741.67,80900.0,3,3.0,4,No,49.4,3,7
112179,Employee112179,Nursing,ICU Nurse,34,Male,Single,High School,CT,Stamford,2020-09-10,2022-07-16,Yes,5583.33,67000.0,3,4.0,4,Yes,44.4,0,40
110008,Employee110008,Finance,Financial Analyst,26,Male,Single,Doctorate,NJ,Jersey City,2014-02-23,,No,9633.33,115600.0,4,1.0,3,Yes,2.8,4,27
109038,Employee109038,Patient Support,Case Manager,27,Female,Divorced,Master's Degree,NJ,Trenton,2020-08-30,,No,11116.67,133400.0,4,3.0,2,No,19.1,2,47
105251,Employee105251,Radiology,Imaging Specialist,31,Non-Binary,Single,Bachelor's Degree,NJ,Trenton,2023-02-07,2025-07-16,Yes,7025.0,84300.0,3,1.0,3,No,6.1,2,11
108902,Employee108902,Patient Support,Patient Coordinator,31,Non-Binary,Divorced,Associate Degree,PA,Pittsburgh,2023-05-12,,No,4383.33,52600.0,1,3.0,3,No,20.7,1,33
114115,Employee114115,Administration,Admin Assistant,29,female,Divorced,Master's Degree,MA,Boston,2022-06-16,,No,5616.67,67400.0,1,3.0,1,No,4.2,0,51
108610,Employee108610,IT,Data Analyst,33,Male,Divorced,Bachelor's Degree,CT,New Haven,2025-09-26,,No,6608.33,79300.0,5,5.0,3,No,6.0,2,15
110792,Employee110792,Human Resources,HR Generalist,34,Male,Single,Master's Degree,NY,Syracuse,2025-05-21,2025-09-03,Yes,5541.67,66500.0,5,3.0,4,Yes,8.3,1,33
104342,Employee104342,Nursing,Staff Nurse,36,Male,Married,Master's Degree,MA,Boston,2023-02-06,,No,6616.67,79400.0,4,4.0,3,No,24.4,1,13
112141,Employee112141,Emergency,ER Physician,39,Female,Divorced,Associate Degree,NY,Syracuse,2023-01-31,,No,10141.67,121700.0,4,5.0,1,No,1.4,4,28
107269,Employee107269,Pharmacy,Pharmacist,37,Female,,,CT,Hartford,2019-11-15,,No,7616.67,91400.0,4,,3,Yes,,4,9
114160,Employee114160,Finance,Accountant,35,female,Divorced,Bachelor's Degree,PA,Philadelphia,2017-07-28,,No,5191.67,62300.0,2,3.0,2,No,17.8,2,35
104059,Employee104059,Facilities,Facilities Manager,46,Female,Divorced,Doctorate,PA,Pittsburgh,2018-08-05,,No,12258.33,147100.0,4,4.0,1,No,3.3,3,48
100523,Employee100523,IT,Network Engineer,46,Female,Single,Bachelor's Degree,PA,Philadelphia,2014-09-10,,No,6108.33,73300.0,3,3.0,2,Yes,17.7,3,31
111915,Employee111915,Administration,Office Manager,45,Female,Divorced,Master's Degree,NY,Syracuse,2016-02-16,2018-07-12,Yes,11600.0,139200.0,2,2.0,3,Yes,2.5,2,37
104339,Employee104339,Administration,Records Clerk,36,Female,Married,Bachelor's Degree,MA,Boston,2020-11-04,2022-03-22,Yes,5100.0,61200.0,5,2.0,3,No,6.9,4,10
113425,Employee113425,Finance,Financial Analyst,21,Male,Divorced,Associate Degree,MA,Worcester,2022-06-13,2023-11-17,Yes,7216.67,86600.0,2,2.0,3,No,3.2,2,23
103675,Employee103675,ADMINISTRATION,Admin Assistant,21,Male,Single,Bachelor's Degree,PA,Philadelphia,2015-03-19,,No,4933.33,59200.0,3,3.0,1,Yes,4.1,2,38
111048,Employee111048,RADIOLOGY,Radiologist,48,Male,Married,Bachelor's Degree,PA,Philadelphia,2021-09-13,,No,10175.0,122100.0,3,2.0,4,Yes,9.1,1,26
103140,Employee103140,Facilities,Custodian,37,Male,Divorced,Master's Degree,NY,Albany,2024-07-15,2024-10-10,Yes,5383.33,64600.0,1,2.0,3,No,14.8,1,27
108446,Employee108446,Patient Support,Patient Coordinator,42,Male,Married,Associate Degree,NJ,Jersey City,2020-05-26,,No,4283.33,51400.0,3,2.0,4,No,10.0,6,40
109583,Employee109583,Facilities,Facilities Manager,31,Male,Married,Master's Degree,MA,Worcester,2024-01-17,,No,10991.67,131900.0,3,3.0,4,No,3.3,3,35
104006,Employee104006,Administration,Records Clerk,43,Female,Single,Associate Degree,NY,Rochester,2024-10-06,,No,4558.33,54700.0,3,3.0,3,No,32.4,1,11
105629,Employee105629,Emergency,ER Physician,48,Female,Single,Bachelor's Degree,NY,Syracuse,2019-04-05,,No,9908.33,118900.0,2,3.0,1,No,7.1,3,15
109871,Employee109871,Pharmacy,Pharmacist,47,Female,Single,Doctorate,NY,Rochester,2017-09-25,,No,9891.67,118700.0,2,2.0,2,No,2.2,3,40
108074,Employee108074,Radiology,Radiologist,63,Male,Married,Master's Degree,PA,Pittsburgh,2022-11-17,,No,10691.67,128300.0,3,3.0,2,No,6.6,1,11
103287,Employee103287,Lab Services,Lab Technician,67,Non-Binary,Divorced,Doctorate,NJ,Trenton,2020-01-15,,No,7375.0,88500.0,3,4.0,1,No,16.5,2,35
101120,Employee101120,Human Resources,Recruiter,30,Male,Married,Master's Degree,NJ,Trenton,2022-01-30,,No,6150.0,73800.0,2,2.0,4,Yes,2.4,0,8
103076,Employee103076,Human Resources,Recruiter,38,Male,Divorced,Bachelor's Degree,NY,Buffalo,2024-11-24,,No,5158.33,61900.0,3,5.0,2,No,30.6,1,7
111942,Employee111942,Human Resources,Benefits Coordinator,32,Male,Married,Doctorate,NY,Albany,2022-06-02,,No,6516.67,78200.0,3,2.0,2,No,2.1,9,8
103842,Employee103842,Surgery,Surgeon,47,Female,Divorced,Bachelor's Degree,NJ,Newark,2022-03-23,,No,10391.67,124700.0,4,2.0,2,No,4.7,1,36
103726,Employee103726,Lab Services,Lab Manager,54,Female,Single,High School,MA,Springfield,2019-07-24,,No,9833.33,118000.0,3,1.0,3,No,8.8,3,31
103480,Employee103480,IT,Data Analyst,36,male,Married,Associate Degree,NY,Rochester,2019-11-10,,No,6566.67,78800.0,5,4.0,3,Yes,6.6,3,46
112761,Employee112761,Facilities,Maintenance Tech,34,Female,Divorced,High School,NY,Buffalo,2017-02-28,,No,4666.67,56000.0,1,2.0,2,No,,3,30
108526,Employee108526,Surgery,Surgical Tech,22,Female,Divorced,High School,MA,Boston,2016-03-05,,No,4558.33,54700.0,1,2.0,3,No,19.0,1,66
100216,Employee100216,Administration,Records Clerk,44,Female,Divorced,High School,NJ,Newark,2018-08-25,,No,5050.0,60600.0,3,4.0,4,No,10.6,5,43
111539,Employee111539,Finance,Billing Specialist,44,Male,Divorced,Bachelor's Degree,NJ,Jersey City,2017-09-13,,No,7416.67,89000.0,2,2.0,3,No,10.6,1,20
107270,Employee107270,Patient Support,Patient Coordinator,45,Male,Married,Bachelor's Degree,NY,Rochester,2018-05-27,,No,5175.0,62100.0,5,3.0,2,No,22.7,7,29
110977,Employee110977,ADMINISTRATION,Office Manager,23,female,Married,Bachelor's Degree,MA,Springfield,2025-05-09,,No,10058.33,120700.0,3,2.0,4,No,25.2,1,25
